['1', '3', '3', 'hotel'] 100001010101100101111000001100111000110111010110 : '
['4', '6', '0', 'beta'] 000000000001000110100100101111010100011101000111 : '
['5', '6', '0', 'beta'] 111110111011010010100100101111010100011101000111 : '
['6', '6', '0', 'beta'] 101001100001111110100100101111010100011101000111 : '
['7', '6', '0', 'beta'] 011111101111110110100100101111010100011101000111 : '
['8', '6', '0', 'beta'] 001101111101001110100100101111010100011101000111 : '
['9', '6', '0', 'beta'] 000101001000100110100100101111010100011101000111 : '
['10', '6', '0', 'beta'] 001011100010110010100100101111010100011101000111 : '
['1', '7', '0', 'beta'] 100001010101100101110001001001110100011101000111 : '
['2', '7', '0', 'beta'] 100100000000000001110001001001110100011101000111 : '
['4', '7', '0', 'beta'] 000000000001000101110001001001110100011101000111 : '
['5', '7', '0', 'beta'] 111110111011010001110001001001110100011101000111 : '
['6', '7', '0', 'beta'] 101001100001111101110001001001110100011101000111 : '
['7', '7', '0', 'beta'] 011111101111110101110001001001110100011101000111 : '
['8', '7', '0', 'beta'] 001101111101001101110001001001110100011101000111 : '
['9', '7', '0', 'beta'] 000101001000100101110001001001110100011101000111 : '
['10', '7', '0', 'beta'] 001011100010110001110001001001110100011101000111 : '
['1', '8', '0', 'beta'] 100001010101100111110011011001010100011101000111 : '
['2', '8', '0', 'beta'] 100100000000000011110011011001010100011101000111 : '
['4', '8', '0', 'beta'] 000000000001000111110011011001010100011101000111 : '
['5', '8', '0', 'beta'] 111110111011010011110011011001010100011101000111 : '
['6', '8', '0', 'beta'] 101001100001111111110011011001010100011101000111 : '
['7', '8', '0', 'beta'] 011111101111110111110011011001010100011101000111 : '
['8', '8', '0', 'beta'] 001101111101001111110011011001010100011101000111 : '
['9', '8', '0', 'beta'] 000101001000100111110011011001010100011101000111 : '
['10', '8', '0', 'beta'] 001011100010110011110011011001010100011101000111 : '
['4', '3', '2', 'beta'] 000000000001000101111000001100110010001000000010 : '
['5', '3', '2', 'beta'] 111110111011010001111000001100110010001000000010 : '
['6', '3', '2', 'beta'] 101001100001111101111000001100110010001000000010 : '
['7', '3', '2', 'beta'] 011111101111110101111000001100110010001000000010 : '
['8', '3', '2', 'beta'] 001101111101001101111000001100110010001000000010 : '
['9', '3', '2', 'beta'] 000101001000100101111000001100110010001000000010 : '
['10', '3', '2', 'beta'] 001011100010110001111000001100110010001000000010 : '
['5', '4', '2', 'beta'] 111110111011010001101111110110010010001000000010 : '
['6', '4', '2', 'beta'] 101001100001111101101111110110010010001000000010 : '
['7', '4', '2', 'beta'] 011111101111110101101111110110010010001000000010 : '
['8', '4', '2', 'beta'] 001101111101001101101111110110010010001000000010 : '
['9', '4', '2', 'beta'] 000101001000100101101111110110010010001000000010 : '
['10', '4', '2', 'beta'] 001011100010110001101111110110010010001000000010 : '
['4', '5', '2', 'beta'] 000000000001000110110001110011100010001000000010 : '
['5', '5', '2', 'beta'] 111110111011010010110001110011100010001000000010 : '
['6', '5', '2', 'beta'] 101001100001111110110001110011100010001000000010 : '
['7', '5', '2', 'beta'] 011111101111110110110001110011100010001000000010 : '
['8', '5', '2', 'beta'] 001101111101001110110001110011100010001000000010 : '
['9', '5', '2', 'beta'] 000101001000100110110001110011100010001000000010 : '
['10', '5', '2', 'beta'] 001011100010110010110001110011100010001000000010 : '
['4', '6', '2', 'beta'] 000000000001000110100100101111010010001000000010 : '
['5', '6', '2', 'beta'] 111110111011010010100100101111010010001000000010 : '
['6', '6', '2', 'beta'] 101001100001111110100100101111010010001000000010 : '
['7', '6', '2', 'beta'] 011111101111110110100100101111010010001000000010 : '
['8', '6', '2', 'beta'] 001101111101001110100100101111010010001000000010 : '
['9', '6', '2', 'beta'] 000101001000100110100100101111010010001000000010 : '
['10', '6', '2', 'beta'] 001011100010110010100100101111010010001000000010 : '
['4', '7', '2', 'beta'] 000000000001000101110001001001110010001000000010 : '
['5', '7', '2', 'beta'] 111110111011010001110001001001110010001000000010 : '
['6', '7', '2', 'beta'] 101001100001111101110001001001110010001000000010 : '
['7', '7', '2', 'beta'] 011111101111110101110001001001110010001000000010 : '
['8', '7', '2', 'beta'] 001101111101001101110001001001110010001000000010 : '
['9', '7', '2', 'beta'] 000101001000100101110001001001110010001000000010 : '
['10', '7', '2', 'beta'] 001011100010110001110001001001110010001000000010 : '
['4', '8', '2', 'beta'] 000000000001000111110011011001010010001000000010 : '
['5', '8', '2', 'beta'] 111110111011010011110011011001010010001000000010 : '
['6', '8', '2', 'beta'] 101001100001111111110011011001010010001000000010 : '
['7', '8', '2', 'beta'] 011111101111110111110011011001010010001000000010 : '
['8', '8', '2', 'beta'] 001101111101001111110011011001010010001000000010 : '
['9', '8', '2', 'beta'] 000101001000100111110011011001010010001000000010 : '
['10', '8', '2', 'beta'] 001011100010110011110011011001010010001000000010 : '
['9', '1', '3', 'beta'] 000101001000100110000000111110111000110111010110 : '
['10', '1', '3', 'beta'] 001011100010110010000000111110111000110111010110 : '
['11', '1', '3', 'beta'] 101000111001110010000000111110111000110111010110 : '
['12', '1', '3', 'beta'] 011100010111100010000000111110111000110111010110 : '
['1', '0', '0', 'alpha'] 100001010101100110111010100000010100011101000111 : '
['2', '0', '0', 'alpha'] 100100000000000010111010100000010100011101000111 : '
['4', '0', '0', 'alpha'] 000000000001000110111010100000010100011101000111 : '
['5', '0', '0', 'alpha'] 111110111011010010111010100000010100011101000111 : '
['6', '0', '0', 'alpha'] 101001100001111110111010100000010100011101000111 : '
['7', '0', '0', 'alpha'] 011111101111110110111010100000010100011101000111 : '
['8', '0', '0', 'alpha'] 001101111101001110111010100000010100011101000111 : '
['9', '0', '0', 'alpha'] 000101001000100110111010100000010100011101000111 : '
['0', '3', '10', 'beta'] 010010011111101001111000001100110011001110110010 : '
['0', '3', '11', 'beta'] 010010011111101001111000001100110000111110100010 : '
['0', '3', '12', 'beta'] 010010011111101001111000001100110101100000100100 : '
['5', '12', '3', 'alpha'] 111110111011010010110100100110011000110111010110 : '
['6', '12', '3', 'alpha'] 101001100001111110110100100110011000110111010110 : '
['7', '12', '3', 'alpha'] 011111101111110110110100100110011000110111010110 : '
['8', '12', '3', 'alpha'] 001101111101001110110100100110011000110111010110 : '
['2', '0', '1', 'gamma'] 100100000000000010111010100000011101110110000000 : '
['2', '10', '1', 'gamma'] 100100000000000010110101011011101101110110000000 : '
['10', '0', '0', 'alpha'] 001011100010110010111010100000010100011101000111 : '
['11', '0', '0', 'alpha'] 101000111001110010111010100000010100011101000111 : '
['12', '0', '0', 'alpha'] 011100010111100010111010100000010100011101000111 : '
['6', '1', '0', 'alpha'] 101001100001111110000000111110110100011101000111 : '
['7', '1', '0', 'alpha'] 011111101111110110000000111110110100011101000111 : '
['8', '1', '0', 'alpha'] 001101111101001110000000111110110100011101000111 : '
['9', '1', '0', 'alpha'] 000101001000100110000000111110110100011101000111 : '
['10', '1', '0', 'alpha'] 001011100010110010000000111110110100011101000111 : '
['11', '1', '0', 'alpha'] 101000111001110010000000111110110100011101000111 : '
['12', '1', '0', 'alpha'] 011100010111100010000000111110110100011101000111 : '
['6', '2', '0', 'alpha'] 101001100001111100001111110110100100011101000111 : '
['7', '2', '0', 'alpha'] 011111101111110100001111110110100100011101000111 : '
['8', '2', '0', 'alpha'] 001101111101001100001111110110100100011101000111 : '
['9', '2', '0', 'alpha'] 000101001000100100001111110110100100011101000111 : '
['10', '2', '0', 'alpha'] 001011100010110000001111110110100100011101000111 : '
['11', '2', '0', 'alpha'] 101000111001110000001111110110100100011101000111 : '
['12', '2', '0', 'alpha'] 011100010111100000001111110110100100011101000111 : '
['11', '3', '0', 'alpha'] 101000111001110001111000001100110100011101000111 : '
['12', '3', '0', 'alpha'] 011100010111100001111000001100110100011101000111 : '
['11', '4', '0', 'alpha'] 101000111001110001101111110110010100011101000111 : '
['12', '4', '0', 'alpha'] 011100010111100001101111110110010100011101000111 : '
['11', '5', '0', 'alpha'] 101000111001110010110001110011100100011101000111 : '
['12', '5', '0', 'alpha'] 011100010111100010110001110011100100011101000111 : '
['11', '6', '0', 'alpha'] 101000111001110010100100101111010100011101000111 : '
['12', '6', '0', 'alpha'] 011100010111100010100100101111010100011101000111 : '
['11', '7', '0', 'alpha'] 101000111001110001110001001001110100011101000111 : '
['12', '7', '0', 'alpha'] 011100010111100001110001001001110100011101000111 : '
['11', '8', '0', 'alpha'] 101000111001110011110011011001010100011101000111 : '
['12', '8', '0', 'alpha'] 011100010111100011110011011001010100011101000111 : '
['11', '6', '2', 'alpha'] 101000111001110010100100101111010010001000000010 : '
['12', '6', '2', 'alpha'] 011100010111100010100100101111010010001000000010 : '
['11', '7', '2', 'alpha'] 101000111001110001110001001001110010001000000010 : '
['12', '7', '2', 'alpha'] 011100010111100001110001001001110010001000000010 : '
['11', '8', '2', 'alpha'] 101000111001110011110011011001010010001000000010 : '
['12', '8', '2', 'alpha'] 011100010111100011110011011001010010001000000010 : '
['5', '9', '2', 'alpha'] 111110111011010010011101100001000010001000000010 : '
['6', '9', '2', 'alpha'] 101001100001111110011101100001000010001000000010 : '
['7', '9', '2', 'alpha'] 011111101111110110011101100001000010001000000010 : '
['8', '9', '2', 'alpha'] 001101111101001110011101100001000010001000000010 : '
['9', '9', '2', 'alpha'] 000101001000100110011101100001000010001000000010 : '
['10', '9', '2', 'alpha'] 001011100010110010011101100001000010001000000010 : '
['11', '9', '2', 'alpha'] 101000111001110010011101100001000010001000000010 : '
['12', '9', '2', 'alpha'] 011100010111100010011101100001000010001000000010 : '
['5', '10', '2', 'alpha'] 111110111011010010110101011011100010001000000010 : '
['6', '10', '2', 'alpha'] 101001100001111110110101011011100010001000000010 : '
['7', '10', '2', 'alpha'] 011111101111110110110101011011100010001000000010 : '
['8', '10', '2', 'alpha'] 001101111101001110110101011011100010001000000010 : '
['9', '10', '2', 'alpha'] 000101001000100110110101011011100010001000000010 : '
['10', '10', '2', 'alpha'] 001011100010110010110101011011100010001000000010 : '
['11', '10', '2', 'alpha'] 101000111001110010110101011011100010001000000010 : '
['12', '10', '2', 'alpha'] 011100010111100010110101011011100010001000000010 : '
['5', '11', '2', 'alpha'] 111110111011010010111000011110110010001000000010 : '
['6', '11', '2', 'alpha'] 101001100001111110111000011110110010001000000010 : '
['7', '11', '2', 'alpha'] 011111101111110110111000011110110010001000000010 : '
['8', '11', '2', 'alpha'] 001101111101001110111000011110110010001000000010 : '
['9', '11', '2', 'alpha'] 000101001000100110111000011110110010001000000010 : '
['10', '11', '2', 'alpha'] 001011100010110010111000011110110010001000000010 : '
['11', '11', '2', 'alpha'] 101000111001110010111000011110110010001000000010 : '
['12', '11', '2', 'alpha'] 011100010111100010111000011110110010001000000010 : '
['5', '12', '2', 'alpha'] 111110111011010010110100100110010010001000000010 : '
['6', '12', '2', 'alpha'] 101001100001111110110100100110010010001000000010 : '
['7', '12', '2', 'alpha'] 011111101111110110110100100110010010001000000010 : '
['8', '12', '2', 'alpha'] 001101111101001110110100100110010010001000000010 : '
['9', '12', '2', 'alpha'] 000101001000100110110100100110010010001000000010 : '
['10', '12', '2', 'alpha'] 001011100010110010110100100110010010001000000010 : '
['11', '12', '2', 'alpha'] 101000111001110010110100100110010010001000000010 : '
['12', '12', '2', 'alpha'] 011100010111100010110100100110010010001000000010 : '
['4', '5', '12', 'beta'] 000000000001000110110001110011100101100000100100 : '
['5', '5', '12', 'beta'] 111110111011010010110001110011100101100000100100 : '
['6', '5', '12', 'beta'] 101001100001111110110001110011100101100000100100 : '
['7', '5', '12', 'beta'] 011111101111110110110001110011100101100000100100 : '
['8', '5', '12', 'beta'] 001101111101001110110001110011100101100000100100 : '
['9', '5', '12', 'beta'] 000101001000100110110001110011100101100000100100 : '
['2', '1', '0', 'alpha'] 100100000000000010000000111110110100011101000111 : '
['4', '1', '0', 'alpha'] 000000000001000110000000111110110100011101000111 : '
['5', '1', '0', 'alpha'] 111110111011010010000000111110110100011101000111 : '
['2', '2', '0', 'alpha'] 100100000000000000001111110110100100011101000111 : '
['5', '2', '0', 'alpha'] 111110111011010000001111110110100100011101000111 : '
['2', '9', '0', 'alpha'] 100100000000000010011101100001000100011101000111 : '
['4', '9', '0', 'alpha'] 000000000001000110011101100001000100011101000111 : '
['5', '9', '0', 'alpha'] 111110111011010010011101100001000100011101000111 : '
['6', '9', '0', 'alpha'] 101001100001111110011101100001000100011101000111 : '
['7', '9', '0', 'alpha'] 011111101111110110011101100001000100011101000111 : '
['8', '9', '0', 'alpha'] 001101111101001110011101100001000100011101000111 : '
['9', '9', '0', 'alpha'] 000101001000100110011101100001000100011101000111 : '
['10', '9', '0', 'alpha'] 001011100010110010011101100001000100011101000111 : '
['2', '10', '0', 'alpha'] 100100000000000010110101011011100100011101000111 : '
['4', '10', '0', 'alpha'] 000000000001000110110101011011100100011101000111 : '
['5', '10', '0', 'alpha'] 111110111011010010110101011011100100011101000111 : '
['6', '10', '0', 'alpha'] 101001100001111110110101011011100100011101000111 : '
['7', '10', '0', 'alpha'] 011111101111110110110101011011100100011101000111 : '
['8', '10', '0', 'alpha'] 001101111101001110110101011011100100011101000111 : '
['9', '10', '0', 'alpha'] 000101001000100110110101011011100100011101000111 : '
['10', '10', '0', 'alpha'] 001011100010110010110101011011100100011101000111 : '
['2', '11', '0', 'alpha'] 100100000000000010111000011110110100011101000111 : '
['4', '11', '0', 'alpha'] 000000000001000110111000011110110100011101000111 : '
['5', '11', '0', 'alpha'] 111110111011010010111000011110110100011101000111 : '
['6', '11', '0', 'alpha'] 101001100001111110111000011110110100011101000111 : '
['7', '11', '0', 'alpha'] 011111101111110110111000011110110100011101000111 : '
['8', '11', '0', 'alpha'] 001101111101001110111000011110110100011101000111 : '
['9', '11', '0', 'alpha'] 000101001000100110111000011110110100011101000111 : '
['10', '11', '0', 'alpha'] 001011100010110010111000011110110100011101000111 : '
['0', '2', '3', 'hotel'] 010010011111101000001111110110101000110111010110 : '
['11', '3', '3', 'hotel'] 101000111001110001111000001100111000110111010110 : '
['12', '3', '3', 'hotel'] 011100010111100001111000001100111000110111010110 : '
['11', '4', '3', 'hotel'] 101000111001110001101111110110011000110111010110 : '
['12', '4', '3', 'hotel'] 011100010111100001101111110110011000110111010110 : '
['12', '5', '3', 'hotel'] 011100010111100010110001110011101000110111010110 : '
['12', '6', '3', 'hotel'] 011100010111100010100100101111011000110111010110 : '
['12', '7', '3', 'hotel'] 011100010111100001110001001001111000110111010110 : '
['12', '8', '3', 'hotel'] 011100010111100011110011011001011000110111010110 : '
['12', '9', '3', 'hotel'] 011100010111100010011101100001001000110111010110 : '
['12', '10', '3', 'hotel'] 011100010111100010110101011011101000110111010110 : '
['11', '3', '4', 'hotel'] 101000111001110001111000001100110110000001101101 : '
['12', '3', '4', 'hotel'] 011100010111100001111000001100110110000001101101 : '
['11', '4', '4', 'hotel'] 101000111001110001101111110110010110000001101101 : '
['12', '4', '4', 'hotel'] 011100010111100001101111110110010110000001101101 : '
['12', '5', '4', 'hotel'] 011100010111100010110001110011100110000001101101 : '
['12', '6', '4', 'hotel'] 011100010111100010100100101111010110000001101101 : '
['12', '7', '4', 'hotel'] 011100010111100001110001001001110110000001101101 : '
['12', '8', '4', 'hotel'] 011100010111100011110011011001010110000001101101 : '
['12', '9', '4', 'hotel'] 011100010111100010011101100001000110000001101101 : '
['12', '10', '4', 'hotel'] 011100010111100010110101011011100110000001101101 : '
['9', '2', '5', 'hotel'] 000101001000100100001111110110101001111101000110 : '
['10', '2', '5', 'hotel'] 001011100010110000001111110110101001111101000110 : '
['11', '2', '5', 'hotel'] 101000111001110000001111110110101001111101000110 : '
['12', '2', '5', 'hotel'] 011100010111100000001111110110101001111101000110 : '
['11', '3', '5', 'hotel'] 101000111001110001111000001100111001111101000110 : '
['12', '3', '5', 'hotel'] 011100010111100001111000001100111001111101000110 : '
['11', '4', '5', 'hotel'] 101000111001110001101111110110011001111101000110 : '
['12', '4', '5', 'hotel'] 011100010111100001101111110110011001111101000110 : '
['12', '5', '5', 'hotel'] 011100010111100010110001110011101001111101000110 : '
['12', '6', '5', 'hotel'] 011100010111100010100100101111011001111101000110 : '
['12', '7', '5', 'hotel'] 011100010111100001110001001001111001111101000110 : '
['12', '8', '5', 'hotel'] 011100010111100011110011011001011001111101000110 : '
['12', '9', '5', 'hotel'] 011100010111100010011101100001001001111101000110 : '
['12', '10', '5', 'hotel'] 011100010111100010110101011011101001111101000110 : '
['11', '9', '9', 'hotel'] 101000111001110010011101100001000100010010001100 : '
['12', '9', '9', 'hotel'] 011100010111100010011101100001000100010010001100 : '
['11', '10', '9', 'hotel'] 101000111001110010110101011011100100010010001100 : '
['12', '10', '9', 'hotel'] 011100010111100010110101011011100100010010001100 : '
['4', '1', '2', 'hotel'] 000000000001000110000000111110110010001000000010 : '
['4', '2', '2', 'hotel'] 000000000001000100001111110110100010001000000010 : '
['0', '3', '0', 'gamma'] 010010011111101001111000001100110100011101000111 : '
['0', '3', '1', 'gamma'] 010010011111101001111000001100111101110110000000 : '
['0', '3', '2', 'gamma'] 010010011111101001111000001100110010001000000010 : '
['5', '0', '12', 'alpha'] 111110111011010010111010100000010101100000100100 : '
['5', '3', '12', 'beta'] 111110111011010001111000001100110101100000100100 : '
['0', '1', '2', 'hotel'] 010010011111101010000000111110110010001000000010 : '
['5', '1', '2', 'hotel'] 111110111011010010000000111110110010001000000010 : '
['6', '1', '2', 'hotel'] 101001100001111110000000111110110010001000000010 : '
['7', '1', '2', 'hotel'] 011111101111110110000000111110110010001000000010 : '
['8', '1', '2', 'hotel'] 001101111101001110000000111110110010001000000010 : '
['9', '1', '2', 'hotel'] 000101001000100110000000111110110010001000000010 : '
['10', '1', '2', 'hotel'] 001011100010110010000000111110110010001000000010 : '
['11', '1', '2', 'hotel'] 101000111001110010000000111110110010001000000010 : '
['12', '1', '2', 'hotel'] 011100010111100010000000111110110010001000000010 : '
['0', '1', '3', 'hotel'] 010010011111101010000000111110111000110111010110 : '
['10', '1', '4', 'hotel'] 001011100010110010000000111110110110000001101101 : '
['11', '1', '4', 'hotel'] 101000111001110010000000111110110110000001101101 : '
['12', '1', '4', 'hotel'] 011100010111100010000000111110110110000001101101 : '
['9', '1', '5', 'hotel'] 000101001000100110000000111110111001111101000110 : '
['10', '1', '5', 'hotel'] 001011100010110010000000111110111001111101000110 : '
['11', '1', '5', 'hotel'] 101000111001110010000000111110111001111101000110 : '
['12', '1', '5', 'hotel'] 011100010111100010000000111110111001111101000110 : '
['0', '1', '10', 'hotel'] 010010011111101010000000111110110011001110110010 : '
['11', '11', '4', 'hotel'] 101000111001110010111000011110110110000001101101 : '
['12', '11', '4', 'hotel'] 011100010111100010111000011110110110000001101101 : '
['10', '12', '4', 'hotel'] 001011100010110010110100100110010110000001101101 : '
['11', '12', '4', 'hotel'] 101000111001110010110100100110010110000001101101 : '
['12', '12', '4', 'hotel'] 011100010111100010110100100110010110000001101101 : '
['11', '11', '5', 'hotel'] 101000111001110010111000011110111001111101000110 : '
['12', '11', '5', 'hotel'] 011100010111100010111000011110111001111101000110 : '
['1', '12', '5', 'hotel'] 100001010101100110110100100110011001111101000110 : '
['4', '12', '5', 'hotel'] 000000000001000110110100100110011001111101000110 : '
['5', '12', '5', 'hotel'] 111110111011010010110100100110011001111101000110 : '
['6', '12', '5', 'hotel'] 101001100001111110110100100110011001111101000110 : '
['7', '12', '5', 'hotel'] 011111101111110110110100100110011001111101000110 : '
['8', '12', '5', 'hotel'] 001101111101001110110100100110011001111101000110 : '
['9', '12', '5', 'hotel'] 000101001000100110110100100110011001111101000110 : '
['10', '12', '5', 'hotel'] 001011100010110010110100100110011001111101000110 : '
['11', '12', '5', 'hotel'] 101000111001110010110100100110011001111101000110 : '
['12', '12', '5', 'hotel'] 011100010111100010110100100110011001111101000110 : '
['11', '11', '6', 'hotel'] 101000111001110010111000011110110100101100001111 : '
['12', '11', '6', 'hotel'] 011100010111100010111000011110110100101100001111 : '
['1', '12', '6', 'hotel'] 100001010101100110110100100110010100101100001111 : '
['4', '12', '6', 'hotel'] 000000000001000110110100100110010100101100001111 : '
['5', '12', '6', 'hotel'] 111110111011010010110100100110010100101100001111 : '
['6', '12', '6', 'hotel'] 101001100001111110110100100110010100101100001111 : '
['7', '12', '6', 'hotel'] 011111101111110110110100100110010100101100001111 : '
['8', '12', '6', 'hotel'] 001101111101001110110100100110010100101100001111 : '
['9', '12', '6', 'hotel'] 000101001000100110110100100110010100101100001111 : '
['10', '12', '6', 'hotel'] 001011100010110010110100100110010100101100001111 : '
['11', '12', '6', 'hotel'] 101000111001110010110100100110010100101100001111 : '
['12', '12', '6', 'hotel'] 011100010111100010110100100110010100101100001111 : '
['11', '11', '7', 'hotel'] 101000111001110010111000011110111001010111001010 : '
['12', '11', '7', 'hotel'] 011100010111100010111000011110111001010111001010 : '
['1', '12', '7', 'hotel'] 100001010101100110110100100110011001010111001010 : '
['4', '12', '7', 'hotel'] 000000000001000110110100100110011001010111001010 : '
['5', '12', '7', 'hotel'] 111110111011010010110100100110011001010111001010 : '
['6', '12', '7', 'hotel'] 101001100001111110110100100110011001010111001010 : '
['7', '12', '7', 'hotel'] 011111101111110110110100100110011001010111001010 : '
['8', '12', '7', 'hotel'] 001101111101001110110100100110011001010111001010 : '
['9', '12', '7', 'hotel'] 000101001000100110110100100110011001010111001010 : '
['10', '12', '7', 'hotel'] 001011100010110010110100100110011001010111001010 : '
['11', '12', '7', 'hotel'] 101000111001110010110100100110011001010111001010 : '
['12', '12', '7', 'hotel'] 011100010111100010110100100110011001010111001010 : '
['11', '11', '8', 'hotel'] 101000111001110010111000011110110010010110100001 : '
['12', '11', '8', 'hotel'] 011100010111100010111000011110110010010110100001 : '
['1', '12', '8', 'hotel'] 100001010101100110110100100110010010010110100001 : '
['4', '12', '8', 'hotel'] 000000000001000110110100100110010010010110100001 : '
['5', '12', '8', 'hotel'] 111110111011010010110100100110010010010110100001 : '
['6', '12', '8', 'hotel'] 101001100001111110110100100110010010010110100001 : '
['7', '12', '8', 'hotel'] 011111101111110110110100100110010010010110100001 : '
['8', '12', '8', 'hotel'] 001101111101001110110100100110010010010110100001 : '
['9', '12', '8', 'hotel'] 000101001000100110110100100110010010010110100001 : '
['10', '12', '8', 'hotel'] 001011100010110010110100100110010010010110100001 : '
['11', '12', '8', 'hotel'] 101000111001110010110100100110010010010110100001 : '
['12', '12', '8', 'hotel'] 011100010111100010110100100110010010010110100001 : '
['2', '9', '2', 'beta'] 100100000000000010011101100001000010001000000010 : '
['2', '10', '2', 'beta'] 100100000000000010110101011011100010001000000010 : '
['0', '1', '1', 'beta'] 010010011111101010000000111110111101110110000000 : '
['0', '1', '11', 'beta'] 010010011111101010000000111110110000111110100010 : '
['0', '1', '12', 'beta'] 010010011111101010000000111110110101100000100100 : '
['6', '0', '1', 'hotel'] 101001100001111110111010100000011101110110000000 : '
['7', '0', '1', 'hotel'] 011111101111110110111010100000011101110110000000 : '
['8', '0', '1', 'hotel'] 001101111101001110111010100000011101110110000000 : '
['6', '0', '2', 'hotel'] 101001100001111110111010100000010010001000000010 : '
['7', '0', '2', 'hotel'] 011111101111110110111010100000010010001000000010 : '
['8', '0', '2', 'hotel'] 001101111101001110111010100000010010001000000010 : '
['2', '0', '2', 'alpha'] 100100000000000010111010100000010010001000000010 : '
['5', '1', '1', 'gamma'] 111110111011010010000000111110111101110110000000 : '
['6', '1', '1', 'gamma'] 101001100001111110000000111110111101110110000000 : '
['7', '1', '1', 'gamma'] 011111101111110110000000111110111101110110000000 : '
['8', '1', '1', 'gamma'] 001101111101001110000000111110111101110110000000 : '
['0', '0', '0', 'delta'] 010010011111101010111010100000010100011101000111 : '
['0', '1', '0', 'delta'] 010010011111101010000000111110110100011101000111 : '
['1', '1', '0', 'delta'] 100001010101100110000000111110110100011101000111 : '
['0', '2', '0', 'delta'] 010010011111101000001111110110100100011101000111 : '
['1', '2', '0', 'delta'] 100001010101100100001111110110100100011101000111 : '
['0', '4', '0', 'delta'] 010010011111101001101111110110010100011101000111 : '
['0', '5', '0', 'delta'] 010010011111101010110001110011100100011101000111 : '
['0', '0', '1', 'delta'] 010010011111101010111010100000011101110110000000 : '
['4', '0', '1', 'delta'] 000000000001000110111010100000011101110110000000 : '
['5', '0', '1', 'delta'] 111110111011010010111010100000011101110110000000 : '
['0', '2', '1', 'delta'] 010010011111101000001111110110101101110110000000 : '
['0', '0', '2', 'delta'] 010010011111101010111010100000010010001000000010 : '
['4', '0', '2', 'delta'] 000000000001000110111010100000010010001000000010 : '
['5', '0', '2', 'delta'] 111110111011010010111010100000010010001000000010 : '
['0', '2', '2', 'delta'] 010010011111101000001111110110100010001000000010 : '
['5', '2', '2', 'delta'] 111110111011010000001111110110100010001000000010 : '
['0', '4', '2', 'delta'] 010010011111101001101111110110010010001000000010 : '
['0', '5', '2', 'delta'] 010010011111101010110001110011100010001000000010 : '
['0', '0', '3', 'delta'] 010010011111101010111010100000011000110111010110 : '
['2', '0', '3', 'delta'] 100100000000000010111010100000011000110111010110 : '
['0', '0', '4', 'delta'] 010010011111101010111010100000010110000001101101 : '
['0', '0', '5', 'delta'] 010010011111101010111010100000011001111101000110 : '
